USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
m        22622  0.0  0.0 532168  8092 ?        S    Feb06   0:01          |   \_ spotify
m        22623  0.0  0.0 336376 12688 ?        S    Feb06   0:00          |   \_ /opt/spotify/spotify-client/Data/SpotifyHelper --type=zygote --no-sandbox --lang=en-US --locales-dir-path=/opt/spotify/spotify-client/Data/locales --log-severity=disable --resources-dir-path=/opt/spotify/spotify-client/Data
m        22669  0.0  0.0 948556 29204 ?        Sl   Feb06   0:04          |       \_ /opt/spotify/spotify-client/Data/SpotifyHelper --type=renderer --js-flags=--harmony-proxies --no-sandbox --lang=en-US --lang=en-US --locales-dir-path=/opt/spotify/spotify-client/Data/locales --log-severity=disable --resources-dir-path=/opt/spotify/spotify-client/Data --product-version=Spotify/0.9.17.1.g9b85d436 --disable-webgl --disable-pepper-3d --disable-gl-multisampling --disable-accelerated-compositing --disable-accelerated-2d-canvas --disable-accelerated-video-decode --channel=22605.2.806872959
m        22672  0.0  0.0 933108 20316 ?        Sl   Feb06   0:12          |       \_ /opt/spotify/spotify-client/Data/SpotifyHelper --type=renderer --js-flags=--harmony-proxies --no-sandbox --lang=en-US --lang=en-US --locales-dir-path=/opt/spotify/spotify-client/Data/locales --log-severity=disable --resources-dir-path=/opt/spotify/spotify-client/Data --product-version=Spotify/0.9.17.1.g9b85d436 --disable-webgl --disable-pepper-3d --disable-gl-multisampling --disable-accelerated-compositing --disable-accelerated-2d-canvas --disable-accelerated-video-decode --channel=22605.3.1928870253
m        22691  0.0  0.0 935820 26556 ?        Sl   Feb06   0:08          |       \_ /opt/spotify/spotify-client/Data/SpotifyHelper --type=renderer --js-flags=--harmony-proxies --no-sandbox --lang=en-US --lang=en-US --locales-dir-path=/opt/spotify/spotify-client/Data/locales --log-severity=disable --resources-dir-path=/opt/spotify/spotify-client/Data --product-version=Spotify/0.9.17.1.g9b85d436 --disable-webgl --disable-pepper-3d --disable-gl-multisampling --disable-accelerated-compositing --disable-accelerated-2d-canvas --disable-accelerated-video-decode --channel=22605.4.1395023332
m        22752  0.0  0.1 961456 50768 ?        Sl   Feb06   0:07          |       \_ /opt/spotify/spotify-client/Data/SpotifyHelper --type=renderer --js-flags=--harmony-proxies --no-sandbox --lang=en-US --lang=en-US --locales-dir-path=/opt/spotify/spotify-client/Data/locales --log-severity=disable --resources-dir-path=/opt/spotify/spotify-client/Data --product-version=Spotify/0.9.17.1.g9b85d436 --disable-webgl --disable-pepper-3d --disable-gl-multisampling --disable-accelerated-compositing --disable-accelerated-2d-canvas --disable-accelerated-video-decode --channel=22605.6.268054052
m        11821  0.0  0.1 958684 50584 ?        Sl   Feb06   0:05          |       \_ /opt/spotify/spotify-client/Data/SpotifyHelper --type=renderer --js-flags=--harmony-proxies --no-sandbox --lang=en-US --lang=en-US --locales-dir-path=/opt/spotify/spotify-client/Data/locales --log-severity=disable --resources-dir-path=/opt/spotify/spotify-client/Data --product-version=Spotify/0.9.17.1.g9b85d436 --disable-webgl --disable-pepper-3d --disable-gl-multisampling --disable-accelerated-compositing --disable-accelerated-2d-canvas --disable-accelerated-video-decode --channel=22605.14.1169307713
m         9454  2.4  0.1 670824 49396 ?        Sl   Feb07  45:58          \_ skype
m        14779  0.0  0.0  28836  7372 ?        S    00:42   0:00          \_ /usr/bin/python /home/m/.local/share/mendeleydesktop
m        14782  0.0  0.0      0     0 ?        Z    00:42   0:00          |   \_ [install-mendele] <defunct>
m        14783  0.3  0.5 3504880 177992 ?      Sl   00:42   3:45          |   \_ /home/m/Downloads/mendeleydesktop-1.15.2-linux-x86_64/bin/..//lib/mendeleydesktop/libexec/mendeleydesktop.x86_64
m        28687  0.0  0.0   4448   680 ?        Ss   11:52   0:00          \_ /bin/sh -e /proc/self/fd/9
m        28689  0.0  0.2 501696 92124 ?        Sl   11:52   0:06          |   \_ /usr/bin/python3 /usr/share/apport/apport-gtk
m         7323  0.0  0.0 379948  7540 ?        Sl   18:19   0:00          \_ /usr/lib/gvfs/gvfsd-archive file=/media/m/DT-HDD-3/git/deep-simplification/simplify/model_hal.iter55400.npz
m         7334  0.0  0.0 288044  8892 ?        Sl   18:19   0:00          \_ /usr/lib/gvfs/gvfsd-network --spawner :1.9 /org/gtk/gvfs/exec_spaw/3
m         7347  0.0  0.0 281456  6252 ?        Sl   18:19   0:00          \_ /usr/lib/gvfs/gvfsd-dnssd --spawner :1.9 /org/gtk/gvfs/exec_spaw/5
m         9212  0.0  0.0 491824 24252 ?        Ssl  19:21   0:00          \_ /usr/lib/unity/unity-panel-service --lockscreen-mode
root      1612  0.0  0.0 288888  7596 ?        Sl   Feb06   0:05 /usr/lib/accountsservice/accounts-daemon
nvidia-+  1626  0.0  0.0   8836  1276 ?        Ss   Feb06   0:00 /usr/bin/nvidia-persistenced --user nvidia-persistenced
root      1736  0.0  0.0 152524 13132 ?        S    Feb06   0:46 /usr/bin/python -O /usr/share/wicd/daemon/wicd-daemon.py
root      1785  0.0  0.0  76980 14544 ?        S    Feb06   0:19  \_ /usr/bin/python -O /usr/share/wicd/daemon/monitor.py
root      1845  0.0  0.0  63528  4620 ?        Ss   Feb06   0:02 /usr/sbin/apache2 -k start
www-data 23668  0.0  0.0 352692  3988 ?        Sl   07:45   0:05  \_ /usr/sbin/apache2 -k start
www-data 23669  0.0  0.0 352748  4528 ?        Sl   07:45   0:05  \_ /usr/sbin/apache2 -k start
root      1984  0.0  0.0 304884  7284 ?        Sl   Feb06   0:00 /usr/lib/upower/upowerd
rtkit     2029  0.0  0.0 160700  2204 ?        SNl  Feb06   0:01 /usr/lib/rtkit/rtkit-daemon
root      2260 60.6  1.4 5658708 446548 ?      SNl  Feb06 1932:55 /usr/bin/java -Dfile.encoding=UTF-8 -Dapp=CrashPlanService -DappBaseName=CrashPlan -Xms20m -Xmx1024m -Dsun.net.inetaddr.ttl=300 -Dnetworkaddress.cache.ttl=300 -Dsun.net.inetaddr.negative.ttl=0 -Dnetworkaddress.cache.negative.ttl=0 -Dc42.native.md5.enabled=false -classpath /usr/local/crashplan/lib/com.backup42.desktop.jar:/usr/local/crashplan/lang com.backup42.service.CPService
root      2283  0.0  0.0  11800  1564 tty1     Ss+  Feb06   0:00 /sbin/getty -8 38400 tty1
colord    2479  0.0  0.0 293384  8044 ?        Sl   Feb06   0:00 /usr/lib/colord/colord
root      2558  0.0  0.0 1048944 3056 ?        Ssl  Feb06   0:02 /usr/sbin/nscd
root      2712  0.0  0.1 905440 48140 ?        Ssl  Feb06   2:59 /usr/bin/docker daemon
root     14078  0.0  0.0 437528 29120 ?        Sl   Feb06   0:22  \_ docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.17.0.2 -container-port 3000
root     14089  0.0  0.0  18212  3300 pts/18   Ss   Feb06   0:00  \_ /bin/bash
root     14118  0.0  0.5 3837112 166992 pts/18 Sl   Feb06   0:54      \_ java -mx1000m -cp stanford-ner.jar edu.stanford.nlp.ie.NERServer -loadClassifier classifiers/english.muc.7class.distsim.crf.ser.gz -port 8080 -outputFormat inlineXML
root     11074  0.0  0.0  54420 18088 pts/18   S+   Feb07   0:00      \_ python restful-ner.py
root     11077  0.1  0.0 136972 19224 pts/18   Sl+  Feb07   3:27          \_ /usr/bin/python restful-ner.py
m         2825  0.0  0.1 635972 44196 ?        SLl  Feb06   1:11 /usr/bin/gnome-keyring-daemon --daemonize --login
root      3308  0.0  0.0 781640 12756 ?        Sl   Feb06   0:16 /usr/lib/udisks2/udisksd --no-debug
root      3391  0.0  0.0  13980  2500 ?        Ss   Feb06   0:00 /sbin/mount.ntfs /dev/sdc1 /media/m/Seagate Backup Plus Drive -o rw,nosuid,nodev,uhelper=udisks2,uid=1000,gid=1000,dmask=0077,fmask=0177
root      3462  0.0  0.0  14200  2804 ?        Ss   Feb06   0:00 /sbin/mount.ntfs /dev/sdd2 /media/m/HD1 -o rw,nosuid,nodev,uhelper=udisks2,uid=1000,gid=1000,dmask=0077,fmask=0177
root     23798  0.0  0.0  77420  6652 ?        Ss   07:45   0:00 /usr/sbin/cupsd -f
lp       23801  0.0  0.0  63380  3928 ?        S    07:45   0:00  \_ /usr/lib/cups/notifier/dbus dbus:// 
